country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs,offsetabs
GB,TL,13207.8638,13.076,4.8122,3.0718,37797.3884,37797.3884,3.0718
JP,TR,8527.708,18.7489,2.5649,-3.0708,28106.8584,28106.8584,3.0708
IL,SV,12212.7968,12.8038,3.4965,3.0691,33069.0276,33069.0276,3.0691
ID,MG,7568.4444,18.5471,1.6094,-3.0687,3168.976,3168.976,3.0687
CU,HN,1135.8603,18.2107,0,-3.0686,5241.1024,5241.1024,3.0686
SI,HN,9632.6768,12.2199,0.69315,3.067,18943.4125,18943.4125,3.067
IT,CI,4213.1193,18.2087,0,-3.0667,29001.071,29001.071,3.0667
CO,NG,9157.6498,18.4967,1.3863,-3.065,3627.6202,3627.6202,3.065
LT,NI,10003.2302,12.0812,0,3.0608,12728.2982,12728.2982,3.0608
ID,MX,15335.238,18.7686,2.7081,-3.0606,-4631.0114,4631.0114,3.0606
AF,AZ,1910.1192,18.3452,0.69315,-3.0583,-3315.1577,3315.1577,3.0583
SG,AM,7304.0821,12.6359,2.6391,3.0577,49354.5621,49354.5621,3.0577
QA,GT,13819.5728,12.3155,1.0986,3.0561,55184.1159,55184.1159,3.0561
CN,AL,7040.7754,18.1974,0,-3.0553,3976.2846,3976.2846,3.0553
OM,GT,14463.7849,12.7678,3.2581,3.0552,10835.6138,10835.6138,3.0552
JP,WS,7613.1606,12.9658,4.2047,3.055,34866.7064,34866.7064,3.055
DZ,KE,4962.5938,18.1963,0,-3.0543,2388.3926,2388.3926,3.0543
PY,BO,959.9182,18.1909,0,-3.0488,975.2486,975.2486,3.0488
EE,SL,6386.0366,12.3832,1.3863,3.0486,17078.6379,17078.6379,3.0486
CA,MX,3626.6229,19.6788,7.1277,-3.0471,33956.6217,33956.6217,3.0471
IS,ML,5388.1753,12.2413,0.69315,3.0456,59196.4355,59196.4355,3.0456
ET,LB,2788.0482,18.1866,0,-3.0446,-7207.2469,7207.2469,3.0446
CH,PY,10271.802,13.1875,5.2095,3.0433,74732.446,74732.446,3.0433
PA,TJ,14005.3275,12.0988,0,3.0433,12884.3921,12884.3921,3.0433
EG,PH,9460.088,18.5203,1.6094,-3.0419,563.4182,563.4182,3.0419
LA,HN,16001.655,12.3906,1.3863,3.0412,-8.0047,8.0047,3.0412
LA,PK,3521.0982,18.4725,1.3863,-3.0407,884.9599,884.9599,3.0407
MY,SB,6626.822,12.9615,4.1109,3.0397,7497.0848,7497.0848,3.0397
PL,BR,10005.1131,18.1814,0,-3.0394,3722.4686,3722.4686,3.0394
BG,MD,567.2026,18.1811,0,-3.0391,5450.5943,5450.5943,3.0391
ES,TL,13934.0261,12.6231,2.4849,3.0383,24426.4918,24426.4918,3.0383
UA,YE,3979.3208,18.1773,0,-3.0353,1195.3933,1195.3933,3.0353
BR,SN,5215.5066,18.5832,1.9459,-3.0345,7691.8748,7691.8748,3.0345
SE,SV,9618.7722,13.4286,6.319,3.0342,47376.2843,47376.2843,3.0342
DK,NA,8849.7399,12.1088,0,3.0333,49277.2023,49277.2023,3.0333
HU,MD,668.9848,18.1712,0,-3.0292,10764.646,10764.646,3.0292
MT,PH,10678.9321,12.8889,3.6889,3.0242,22107.0987,22107.0987,3.0242
FJ,KH,8795.3324,12.118,0,3.0241,3883.4443,3883.4443,3.0241
SG,TH,1643.8073,18.7777,2.9444,-3.0202,47052.8008,47052.8008,3.0202
IN,TG,8443.9912,18.7661,2.8904,-3.02,1130.9262,1130.9262,3.02
GD,GT,3110.4906,12.1223,0,3.0197,5322.4751,5322.4751,3.0197
US,HT,3041.0639,19.7531,7.6314,-3.0161,56727.1917,56727.1917,3.0161
RU,TJ,3422.3049,18.4944,1.6094,-3.016,7952.5206,7952.5206,3.016
CN,GT,14075.0203,18.5639,1.9459,-3.0152,3976.4367,3976.4367,3.0152
NG,US,10649.158,20.0883,9.2474,-3.0135,-55288.8019,55288.8019,3.0135
TL,TJ,7726.0418,12.1316,0,3.0104,1306.1561,1306.1561,3.0104
DO,MX,3394.7011,18.585,2.0794,-3.0083,-1479.0827,1479.0827,3.0083
LA,BO,18492.1932,12.2792,0.69315,3.0077,-751.8032,751.8032,3.0077
OM,DO,12637.2635,12.5949,2.1972,3.0064,8260.1344,8260.1344,3.0064
AU,SL,15919.8941,13.4647,6.3561,3.0058,49431.77,49431.77,3.0058
UY,KH,17054.6378,12.1369,0,3.0051,13950.6588,13950.6588,3.0051
ES,PK,6530.7808,19.1644,4.8752,-3.0035,25060.2988,25060.2988,3.0035
RO,TL,11546.0196,12.1417,0,3.0004,7372.1306,7372.1306,3.0004
MX,NI,2184.824,18.9173,3.7136,-2.9991,6049.9242,6049.9242,2.9991
BR,GT,5372.1759,18.5973,2.1972,-2.996,4503.2044,4503.2044,2.996
SA,AZ,1822.7658,18.3676,1.0986,-2.996,16151.7118,16151.7118,2.996
IS,VN,10190.2827,12.6062,2.1972,2.9951,57791.2523,57791.2523,2.9951
MX,PE,4720.121,19.0189,4.2195,-2.995,2155.6562,2155.6562,2.995
SG,PE,19134.0744,13.0953,4.5326,2.9941,46915.0641,46915.0641,2.9941
RU,TZ,9617.3379,18.2782,0.69315,-2.9913,7869.1707,7869.1707,2.9913
LU,MZ,8145.7923,12.4423,1.3863,2.9895,102449.2522,102449.2522,2.9895
KW,LS,6862.5822,12.1529,0,2.9892,27977.2656,27977.2656,2.9892
QA,DO,11999.8666,12.155,0,2.9871,52608.6364,52608.6364,2.9871
NZ,BI,13944.0612,12.4451,1.3863,2.9867,39140.8961,39140.8961,2.9867
IE,NI,8000.3626,13.036,4.2047,2.9849,59455.1009,59455.1009,2.9849
BA,AL,368.6855,18.1251,0,-2.9831,561.822,561.822,2.9831
SE,UA,1533.2453,19.0604,4.4886,-2.9802,49414.1408,49414.1408,2.9802
QA,IQ,1137.2664,18.1185,0,-2.9764,54721.2593,54721.2593,2.9764
EE,DO,8531.4077,12.1684,0,2.9736,10852.4638,10852.4638,2.9736
CL,IN,16691.8071,18.2596,0.69315,-2.9726,12083.5381,12083.5381,2.9726
ZA,UG,3686.3068,18.9554,4.0254,-2.972,4658.2851,4658.2851,2.972
EE,GT,9890.915,12.3156,0.69315,2.9713,13427.9432,13427.9432,2.9713
LU,PH,10658.1196,13.1811,4.8283,2.9701,99880.2496,99880.2496,2.9701
TT,TG,6794.5519,12.3234,0.69315,2.9635,14798.6371,14798.6371,2.9635
GB,PK,6211.3228,19.6106,7.2255,-2.9585,38431.1954,38431.1954,2.9585
AE,CR,14111.3599,12.3288,0.69315,2.9581,25797.5694,25797.5694,2.9581
MA,CM,3381.339,18.0966,0,-2.9546,1799.7811,1799.7811,2.9546
CY,PE,12267.5871,12.4173,1.0986,2.9543,17278.5517,17278.5517,2.9543
HR,PY,10642.0371,12.4198,1.0986,2.9518,8010.4619,8010.4619,2.9518
EG,AM,1973.3407,18.0904,0,-2.9483,-91.662,91.662,2.9483
ZA,KE,3745.6956,19.0788,4.7362,-2.9469,3818.2341,3818.2341,2.9469
SK,SV,10169.883,12.716,2.4849,2.9454,12272.4031,12272.4031,2.9454
NZ,LA,10054.1951,12.6563,2.1972,2.9449,37073.4706,37073.4706,2.9449
GR,PK,4398.0585,18.4915,1.9459,-2.9428,16635.7764,16635.7764,2.9428
TR,GH,4997.2656,18.3132,1.0986,-2.9415,9274.1483,9274.1483,2.9415
DK,IN,6854.8264,18.9001,3.912,-2.9404,51708.2764,51708.2764,2.9404
EC,MX,3868.3268,18.7547,3.2189,-2.9399,-2232.3221,2232.3221,2.9399
TN,PK,5565.3868,18.08,0,-2.938,2220.4534,2220.4534,2.938
BH,PE,14006.7571,12.3494,0.69315,2.9375,16308.517,16308.517,2.9375
MT,CO,9590.1623,12.3508,0.69315,2.9361,19252.5653,19252.5653,2.9361
HR,NI,9794.6468,12.4963,1.3863,2.9354,9939.2845,9939.2845,2.9354
RU,KG,3044.6533,18.3664,1.3863,-2.9346,7671.3283,7671.3283,2.9346
SG,GT,17562.7556,12.6164,1.9459,2.9324,48813.9701,48813.9701,2.9324
CA,SR,7303.7407,12.8474,3.0445,2.9309,35673.4953,35673.4953,2.9309
JP,AF,6276.1494,18.5316,2.1972,-2.9303,38332.689,38332.689,2.9303
CH,TR,2353.2046,18.6048,2.5649,-2.9267,68025.0413,68025.0413,2.9267
BR,BF,6280.9015,18.402,1.6094,-2.9236,8000.218,8000.218,2.9236
IL,NG,3646.1864,18.5994,2.5649,-2.9213,35114.6271,35114.6271,2.9213
CY,IN,4712.3557,18.0608,0,-2.9187,21614.8138,21614.8138,2.9187
DK,BO,10506.3683,13.2451,4.8598,2.9126,50312.7082,50312.7082,2.9126
AU,GE,11897.4542,13.3597,5.4027,2.9115,46074.1696,46074.1696,2.9115
RU,YE,6765.5811,18.2812,1.0986,-2.9096,7758.0297,7758.0297,2.9096
BR,CM,7485.3132,18.2799,1.0986,-2.9082,7617.2998,7617.2998,2.9082
PA,KH,17583.314,12.234,0,2.908,12410.3288,12410.3288,2.908
AT,SV,9858.9877,13.2551,4.8752,2.9058,39952.9306,39952.9306,2.9058
OM,EC,14590.5469,12.7383,2.3979,2.9049,9013.3738,9013.3738,2.9049
RS,NG,4063.231,18.1913,0.69315,-2.9044,3170.3089,3170.3089,2.9044
BG,NG,4084.5929,18.1908,0.69315,-2.9038,5172.8106,5172.8106,2.9038
CH,MN,6772.1531,13.2225,4.7005,2.902,75126.199,75126.199,2.902
PL,ID,10404.0279,18.3323,1.3863,-2.9005,8802.1222,8802.1222,2.9005
MY,PA,18564.9114,12.8078,2.7081,2.9003,-4177.6676,4177.6676,2.9003
NO,HN,8795.6548,13.3317,5.2095,2.8992,68451.3198,68451.3198,2.8992
IT,BZ,9620.3715,12.3895,0.69315,2.8974,25716.7023,25716.7023,2.8974
RS,PK,4470.2441,18.0384,0,-2.8964,3880.1011,3880.1011,2.8964
CR,GT,971.1483,18.2629,1.0986,-2.8912,7677.894,7677.894,2.8912
SA,ID,7902.6006,18.7204,3.2958,-2.8895,16458.3533,16458.3533,2.8895
CO,BO,2601.4911,18.1757,0.69315,-2.8888,2700.6492,2700.6492,2.8888
AU,PY,14440.3666,13.5647,6.2729,2.8884,45847.6149,45847.6149,2.8884
IS,TH,9726.2198,12.4021,0.69315,2.8848,54069.0291,54069.0291,2.8848
LT,BO,11329.745,12.4034,0.69315,2.8835,11774.7242,11774.7242,2.8835
DK,MN,6080.738,13.0589,3.8286,2.8834,49731.2126,49731.2126,2.8834
HT,IN,14614.837,18.0239,0,-2.8819,-969.7925,969.7925,2.8819
TH,CD,8983.9347,18.0229,0,-2.8808,5463.4081,5463.4081,2.8808
MX,WS,8623.5945,12.7208,2.1972,2.8804,4173.5449,4173.5449,2.8804
MA,TL,14533.0222,12.2639,0,2.8782,730.4298,730.4298,2.8782
PT,NG,3766.3817,18.7235,3.3673,-2.8777,17635.3231,17635.3231,2.8777
EE,PE,11459.2157,12.6715,1.9459,2.8772,11529.0373,11529.0373,2.8772
CR,MX,2522.934,18.3936,1.7918,-2.8771,3623.3318,3623.3318,2.8771
NZ,BF,16809.1908,12.6433,1.7918,2.8732,38776.893,38776.893,2.8732
SE,CR,9743.3733,13.1357,4.1431,2.8723,39775.2308,39775.2308,2.8723
EE,TG,5924.6802,12.5612,1.3863,2.8706,16996.2257,16996.2257,2.8706
IL,CR,12062.1663,12.5614,1.3863,2.8703,25467.9741,25467.9741,2.8703
IN,PE,16951.2912,18.802,3.7842,-2.8691,-4336.2622,4336.2622,2.8691
US,HN,2607.5334,19.8864,8.9836,-2.8668,55105.6295,55105.6295,2.8668
BR,HT,4313.344,18.6119,2.8904,-2.8657,7910.3531,7910.3531,2.8657
SI,EC,10399.2343,12.6535,1.7918,2.8631,15335.586,15335.586,2.8631
AT,NI,9672.1518,13.2622,4.6913,2.8603,42025.1332,42025.1332,2.8603
LA,LR,12022.0627,12.2819,0,2.8602,1897.7821,1897.7821,2.8602
NG,PE,9485.0456,18.0004,0,-2.8584,-3867.6649,3867.6649,2.8584
BZ,EG,11841.3815,12.4309,0.69315,2.856,1296.0758,1296.0758,2.856
US,EG,10976.4051,19.3632,6.5439,-2.8534,53952.297,53952.297,2.8534
IT,ID,11004.0569,18.6882,3.3322,-2.8498,26956.9733,26956.9733,2.8498
IE,CR,8179.8899,12.7556,2.1972,2.8456,49781.8448,49781.8448,2.8456
NO,LR,6194.0538,13.3524,5.0304,2.841,70357.1067,70357.1067,2.841
IR,MZ,6001.0636,17.9785,0,-2.8365,4575.5107,4575.5107,2.8365
FI,PA,10016.649,12.3057,0,2.8364,29410.0115,29410.0115,2.8364
AT,LS,8684.754,12.4513,0.69315,2.8356,43178.3809,43178.3809,2.8356
LK,PH,4514.2822,18.493,2.4849,-2.8316,884.3229,884.3229,2.8316
SY,ID,8687.6958,17.9707,0,-2.8286,-1869.9049,1869.9049,2.8286
AM,UA,1436.9118,17.9705,0,-2.8285,1420.424,1420.424,2.8285
AE,AF,1784.342,18.4296,2.1972,-2.8284,37060.4287,37060.4287,2.8284
ID,US,14961.8066,19.7475,8.5057,-2.8278,-53896.4922,53896.4922,2.8278
IS,MM,8903.9448,12.3148,0,2.8273,58701.925,58701.925,2.8273
BN,KE,8547.0418,12.5452,1.0986,2.8265,25483.1436,25483.1436,2.8265
FR,TL,13261.2133,13.0869,3.6889,2.8261,34752.9683,34752.9683,2.8261
MT,MG,6978.1429,12.3167,0,2.8254,24656.8517,24656.8517,2.8254
CR,HN,663.5713,18.4259,2.1972,-2.8246,9463.4805,9463.4805,2.8246
AR,PE,3443.6177,18.5818,2.9444,-2.8244,6403.5668,6403.5668,2.8244
MO,MN,2877.482,12.3186,0,2.8234,69500.5084,69500.5084,2.8234
MO,IN,3577.0369,17.9642,0,-2.8222,71477.5722,71477.5722,2.8222
PH,WS,7863.0844,12.6949,1.7918,2.8217,-1076.6894,1076.6894,2.8217
AU,TG,14712.4393,13.6504,6.3578,2.8204,49349.3578,49349.3578,2.8204
SG,CG,9784.9463,12.6122,1.3863,2.8196,51432.4694,51432.4694,2.8196
BH,SL,6845.3422,12.3236,0,2.8184,21858.1176,21858.1176,2.8184
LB,NI,11907.2189,12.4705,0.69315,2.8164,5762.6226,5762.6226,2.8164
US,DO,3216.3352,19.6225,7.9635,-2.8161,50744.5636,50744.5636,2.8161
MX,PA,2860.7342,17.9566,0,-2.8145,-5478.9298,5478.9298,2.8145
AT,PY,10723.6169,13.1452,3.912,2.8144,40096.3106,40096.3106,2.8144
DE,CD,6232.1253,18.937,4.7095,-2.8107,41491.5533,41491.5533,2.8107
SO,TL,8951.4873,12.3314,0,2.8107,-1667.7912,1667.7912,2.8107
BB,NI,2779.2684,12.3323,0,2.8098,13945.5105,13945.5105,2.8098
AR,MX,8004.6031,18.2846,1.6094,-2.8062,4247.9106,4247.9106,2.8062
VN,YE,6405.2596,17.9479,0,-2.8058,1195.3555,1195.3555,2.8058
TW,SV,14731.7361,13.4418,5.2832,2.8044,18374.4154,18374.4154,2.8044
AE,HN,13910.3205,12.9867,3.091,2.8014,35261.0498,35261.0498,2.8014
TR,ML,4468.5101,18.0874,0.69315,-2.8005,10007.1022,10007.1022,2.8005
JP,LK,6593.4525,17.9416,0,-2.7996,35059.0729,35059.0729,2.7996
KW,BO,12897.5635,12.4884,0.69315,2.7985,25870.4439,25870.4439,2.7985
NZ,GH,16328.4879,13.1153,3.6889,2.7978,37913.1625,37913.1625,2.7978
CN,TG,10629.6745,18.3461,1.9459,-2.7973,7544.7192,7544.7192,2.7973
SA,US,12089.2297,18.0832,0.69315,-2.7963,-37438.1389,37438.1389,2.7963
BG,PK,4099.1502,18.2217,1.3863,-2.7899,5882.6029,5882.6029,2.7899
PT,MN,8301.2177,13.0249,3.2189,2.7898,16126.8566,16126.8566,2.7898
DM,IN,14116.6058,13.0995,3.5553,2.7856,5435.0668,5435.0668,2.7856
TW,PK,5122.8949,18.9705,4.9972,-2.7841,21129.807,21129.807,2.7841
SZ,SL,6073.683,12.5035,0.69315,2.7834,2279.1044,2279.1044,2.7834
SE,BO,11151.6684,13.6728,6.271,2.7798,48494.9128,48494.9128,2.7798
CH,CR,9368.349,13.0462,3.2581,2.7768,66988.0126,66988.0126,2.7768
PL,AL,1199.6593,18.1441,1.0986,-2.7724,8225.5208,8225.5208,2.7724
MX,PK,13947.5676,18.6571,3.5553,-2.772,6733.1133,6733.1133,2.772
SI,UA,1242.5672,17.913,0,-2.7709,19118.8421,19118.8421,2.7709
NO,KH,9146.9992,13.8013,6.8427,2.7709,69542.5702,69542.5702,2.7709
BG,SV,10855.34,12.8578,2.3026,2.7655,3127.2112,3127.2112,2.7655
AU,PA,15913.8291,12.8593,2.3026,2.764,36247.5835,36247.5835,2.764
BR,IQ,11381.0359,17.9039,0,-2.7618,4040.3478,4040.3478,2.7618
TR,US,10181.6524,19.3283,6.82,-2.7609,-46679.1778,46679.1778,2.7609
SK,NI,9997.4714,12.719,1.6094,2.7594,14344.6056,14344.6056,2.7594
ZA,CM,4365.8871,18.046,0.69315,-2.7591,4240.9452,4240.9452,2.7591
IS,AF,6479.6634,12.5278,0.69315,2.7591,59415.1638,59415.1638,2.7591
FR,TD,3750.4434,18.0458,0.69315,-2.7589,36190.6726,36190.6726,2.7589
SE,TR,2623.4741,18.5553,3.1355,-2.7579,40812.2595,40812.2595,2.7579
FI,LR,6810.2435,13.2116,3.9512,2.7563,42634.8768,42634.8768,2.7563
AR,PY,1735.7124,18.3993,2.3979,-2.7561,8369.0122,8369.0122,2.7561
JM,LR,7450.7756,12.3862,0,2.7559,4412.8775,4412.8775,2.7559
CR,LR,8175.7204,12.7227,1.6094,2.7557,11369.2674,11369.2674,2.7557
IR,PH,7199.4912,18.8908,4.7536,-2.7553,2006.5081,2006.5081,2.7553
MC,PK,5558.8095,12.3914,0,2.7507,142778.1771,142778.1771,2.7507
CH,LS,8732.7372,12.3965,0,2.7456,77814.5163,77814.5163,2.7456
FI,HN,9616.936,13.202,3.8501,2.7447,40729.0899,40729.0899,2.7447
BR,UA,10686.5657,18.2202,1.6094,-2.7418,6464.2205,6464.2205,2.7418
CN,PE,17048.2522,18.8309,4.5326,-2.7416,2077.5308,2077.5308,2.7416
MU,TJ,6737.2867,12.4014,0,2.7407,8831.7519,8831.7519,2.7407
ES,CD,5589.1094,18.5782,3.3322,-2.7397,26083.9865,26083.9865,2.7397
NL,EG,3527.6531,18.6896,3.8712,-2.7385,41780.2899,41780.2899,2.7385
KW,HT,11618.9685,12.6935,1.3863,2.7383,28235.8046,28235.8046,2.7383
IT,AF,4833.6297,18.3141,2.0794,-2.7374,29965.4895,29965.4895,2.7374
TZ,UA,6098.614,18.0238,0.69315,-2.7369,-1306.5342,1306.5342,2.7369
PH,IQ,8130.6134,17.8784,0,-2.7364,-1658.5288,1658.5288,2.7364
AF,PH,5915.005,18.4438,2.7081,-2.7358,-2389.2932,2389.2932,2.7358
JP,MX,10798.1337,18.7493,4.1744,-2.7349,30693.1615,30693.1615,2.7349
FR,CD,5912.0806,18.8308,4.5643,-2.7348,36410.463,36410.463,2.7348
SI,IN,6386.3469,18.0208,0.69315,-2.7339,19595.1822,19595.1822,2.7339
ES,BZ,8342.9041,12.4084,0,2.7336,21717.9259,21717.9259,2.7336
IR,MX,13290.204,17.8754,0,-2.7333,-3243.7263,3243.7263,2.7333
TZ,VN,8406.5179,18.1046,1.0986,-2.7329,-1306.4965,1306.4965,2.7329
SA,VN,6684.2014,18.0197,0.69315,-2.7328,17842.9579,17842.9579,2.7328
CR,JO,12203.9211,12.6391,1.0986,2.7326,7736.7006,7736.7006,2.7326
CV,PH,15068.8483,12.4111,0,2.731,46.6808,46.6808,2.731
PT,EG,3858.8509,18.0104,0.69315,-2.7235,16298.8181,16298.8181,2.7235
CL,AM,14545.5901,12.4195,0,2.7225,10186.774,10186.774,2.7225
DE,ID,11010.5372,18.9976,5.4293,-2.7208,38365.7637,38365.7637,2.7208
AR,NG,9130.3468,18.3987,2.5649,-2.7206,10271.2317,10271.2317,2.7206
TW,NI,15052.883,13.3675,4.5218,2.7196,20446.6179,20446.6179,2.7196
NZ,CM,15904.9209,12.9827,2.6391,2.7109,38393.9748,38393.9748,2.7109
TR,CI,5363.2414,17.9976,0.69315,-2.7107,9261.4122,9261.4122,2.7107
NZ,ZW,12471.782,13.0965,3.1781,2.7097,38418.0262,38418.0262,2.7097
LU,LB,3003.6814,12.8691,2.0794,2.7076,94917.3168,94917.3168,2.7076
NZ,EC,11284.3972,13.311,4.1897,2.7066,33457.6394,33457.6394,2.7066
PA,RW,12310.6344,12.6674,1.0986,2.7043,12977.4004,12977.4004,2.7043
IN,SL,9754.2435,18.4496,2.8904,-2.7035,1213.3385,1213.3385,2.7035
AU,HN,15710.0652,13.6999,6.0355,2.7035,47566.6619,47566.6619,2.7035
IE,BO,9368.76,13.2914,4.0775,2.7029,58501.5269,58501.5269,2.7029
CL,GE,14478.0731,12.6691,1.0986,2.7025,9939.2761,9939.2761,2.7025
NO,PA,9141.2735,12.4397,0,2.7024,57132.2414,57132.2414,2.7024
BG,PA,10663.2019,12.4407,0,2.7013,-6329.4402,6329.4402,2.7013
AU,MD,13174.7097,13.1098,3.1781,2.6965,48027.618,48027.618,2.6965
TR,MZ,6408.1707,17.8377,0,-2.6956,10405.54,10405.54,2.6956
JP,NG,12729.9058,18.7974,4.5951,-2.695,36716.4826,36716.4826,2.695
NO,EC,10001.4293,13.6614,5.8051,2.6939,64843.4933,64843.4933,2.6939
LA,EC,18009.4365,12.7409,1.3863,2.6909,-3615.8313,3615.8313,2.6909
CN,CL,19630.0652,17.9756,0.69315,-2.6887,-5669.7452,5669.7452,2.6887
HU,NG,4356.3545,18.3821,2.6391,-2.6885,10486.8623,10486.8623,2.6885
RU,AZ,4495.2559,18.0602,1.0986,-2.6885,4871.4281,4871.4281,2.6885
CN,HT,13906.6947,18.1636,1.6094,-2.6851,7383.5854,7383.5854,2.6851
DE,AL,1338.9533,18.703,4.2047,-2.6822,37789.1623,37789.1623,2.6822
PL,CD,6227.1393,18.16,1.6094,-2.6816,11927.9117,11927.9117,2.6816
IL,PY,11619.7113,12.9616,2.3979,2.6816,33212.4076,33212.4076,2.6816
NZ,KH,9297.9622,13.6596,5.7333,2.6808,38156.7163,38156.7163,2.6808
MA,ID,12946.818,17.822,0,-2.68,-737.8651,737.8651,2.68
AR,TL,14668.1438,12.4628,0,2.6792,10347.2169,10347.2169,2.6792
SZ,KH,9044.9165,12.4637,0,2.6783,1505.2467,1505.2467,2.6783
IE,KH,10356.9677,13.4608,4.7622,2.6765,60336.5757,60336.5757,2.6765
DK,HN,8955.3637,13.3866,4.4067,2.6764,51056.5067,51056.5067,2.6764
MX,TR,11786.1703,18.106,1.3863,-2.6742,-2586.3031,2586.3031,2.6742
DE,BZ,9131.7995,12.8043,1.6094,2.6741,37125.4927,37125.4927,2.6741
GT,IN,15801.5437,18.2922,2.3026,-2.6689,2437.3562,2437.3562,2.6689
HR,MN,6461.5745,12.6195,0.69315,2.6674,8404.2149,8404.2149,2.6674
MA,MX,9131.2304,17.8038,0,-2.6617,-5368.8765,5368.8765,2.6617
SG,LB,7900.5416,13.1986,3.434,2.6612,45046.7095,45046.7095,2.6612
SG,GE,7521.9299,12.8175,1.6094,2.661,49107.0643,49107.0643,2.661
NL,SV,9082.4403,14.0847,7.6611,2.6585,41071.1954,41071.1954,2.6585
EG,SN,4875.735,17.9432,0.69315,-2.6563,2556.4164,2556.4164,2.6563
NL,LS,9360.3787,12.967,2.3026,2.6563,44296.6456,44296.6456,2.6563
BD,JO,5360.1332,17.7976,0,-2.6556,-2729.1578,2729.1578,2.6556
FR,IL,3265.2652,17.7976,0,-2.6555,-437.6439,437.6439,2.6555
BG,NI,10658.1081,12.8633,1.7918,2.6532,5199.4138,5199.4138,2.6532
ER,KE,1703.014,18.13,1.6094,-2.6516,-632.3598,632.3598,2.6516
FI,UA,1543.6236,18.4579,3.1781,-2.6516,40904.5195,40904.5195,2.6516
CZ,NG,4573.1348,18.358,2.7081,-2.65,16088.5645,16088.5645,2.65
MU,AZ,6805.3924,12.4925,0,2.6496,5750.6594,5750.6594,2.6496
GB,BG,2504.8674,18.1272,1.6094,-2.6488,32548.5926,32548.5926,2.6488
DE,AF,4920.6257,18.5889,3.8286,-2.6467,41374.2798,41374.2798,2.6467
SI,KH,9003.4631,12.903,1.9459,2.6458,20034.6629,20034.6629,2.6458
ES,IQ,4244.7454,18.3788,2.8332,-2.6446,21918.8911,21918.8911,2.6446
GH,KE,4404.5099,18.0706,1.3863,-2.6388,58.1013,58.1013,2.6388
BH,PK,1896.8976,18.1531,1.7918,-2.6366,20885.9741,20885.9741,2.6366
ZA,BI,3110.6932,17.9232,0.69315,-2.6363,4987.8664,4987.8664,2.6363
CH,UA,1722.138,18.66,4.2195,-2.6361,76626.9227,76626.9227,2.6361
TH,YE,5601.5794,17.9188,0.69315,-2.6319,4917.5787,4917.5787,2.6319
MO,KE,8532.1741,12.9178,1.9459,2.6309,71731.6004,71731.6004,2.6309
ES,ML,2545.693,18.675,4.3175,-2.6306,25747.9847,25747.9847,2.6306
IT,CM,3836.5288,18.3851,2.9444,-2.6277,29494.6195,29494.6195,2.6277
SI,LR,4999.9438,12.8508,1.6094,2.6276,20849.1994,20849.1994,2.6276
SA,BR,11340.1609,17.769,0,-2.6269,11378.6997,11378.6997,2.6269
TT,YE,11749.1651,12.5163,0,2.6257,14386.764,14386.764,2.6257
AU,LB,12226.1059,13.7846,6.0544,2.6228,42013.8148,42013.8148,2.6228
EG,TG,3747.588,17.7634,0,-2.6213,2936.0284,2936.0284,2.6213
LU,KE,6310.86,13.4721,4.5326,2.6172,101375.9617,101375.9617,2.6172
SY,KE,3874.093,17.9017,0.69315,-2.6147,245.0302,245.0302,2.6147
MO,TJ,4402.7502,12.5276,0,2.6144,72391.1163,72391.1163,2.6144
MA,UG,5335.0599,17.7555,0,-2.6135,2217.121,2217.121,2.6135
US,PK,12353.5677,19.8294,9.9258,-2.6129,55998.5942,55998.5942,2.6129
QA,EG,2039.7501,17.8948,0.69315,-2.6079,55816.3699,55816.3699,2.6079
AR,CO,4905.055,18.3004,2.6391,-2.6068,6643.6115,6643.6115,2.6068
BE,US,7553.8973,17.9785,1.0986,-2.6068,-16370.6298,16370.6298,2.6068
AR,BO,2460.2941,18.1833,2.0794,-2.6067,9344.2608,9344.2608,2.6067
OM,MN,5121.9535,13.1434,2.8904,2.6028,11295.9062,11295.9062,2.6028
NP,KH,2788.0841,17.8891,0.69315,-2.6022,-540.3747,540.3747,2.6022
DE,TL,12523.3988,13.4131,4.1744,2.6014,39834.0586,39834.0586,2.6014
BR,PA,4067.5639,17.7401,0,-2.598,-5030.2875,5030.2875,2.598
SA,LB,1424.7524,18.3747,3.0445,-2.5964,12114.6435,12114.6435,2.5964
CL,KG,17036.6155,12.8356,1.3863,2.5962,12715.8899,12715.8899,2.5962
AU,LS,10005.583,13.1828,3.0445,2.5956,48929.6851,48929.6851,2.5956
FR,BZ,8690.8513,12.6916,0.69315,2.5953,32044.4024,32044.4024,2.5953
AU,BA,13970.3904,12.9825,2.0794,2.5941,45219.1012,45219.1012,2.5941
BG,PY,11281.9502,12.839,1.3863,2.5928,3270.5912,3270.5912,2.5928
CZ,US,8234.3849,17.7341,0,-2.5921,-39200.2374,39200.2374,2.5921
AU,BO,15025.2758,13.967,6.7754,2.5911,46822.8634,46822.8634,2.5911
NZ,GT,11551.7189,13.2762,3.4657,2.5902,35279.8794,35279.8794,2.5902
OM,YE,1023.7948,18.5729,4.0254,-2.5896,13992.0232,13992.0232,2.5896
RU,KE,8836.531,18.3107,2.7726,-2.5892,7293.0047,7293.0047,2.5892
